点位名称,SO2,NO2,PM10,CO,O31小时,O38小时,PM2.5,首要污染物,时间,日期,时间段,气温,风向编码,风力编码,降水强度,天气_多云,天气_晴,天气_阴,天气_雨,天气_雪,天气_雾霾沙尘
高新西区 ,75,34,127,,,,,2,2012/12/25,2012-12-25,1,-5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,28,13,97,,,,,1,2012/12/24,2012-12-24,0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,28,13,97,,,,,1,2012/12/24,2012-12-24,1,-5.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,25,15,68,,,,,1,2012/12/23,2012-12-23,0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,25,15,68,,,,,1,2012/12/23,2012-12-23,1,-7.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,35,19,80,,,,,1,2012/12/22,2012-12-22,0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,35,19,80,,,,,1,2012/12/22,2012-12-22,1,-5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,49,24,92,,,,,1,2012/12/21,2012-12-21,0,4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,49,24,92,,,,,1,2012/12/21,2012-12-21,1,-3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,53,25,97,,,,,1,2012/12/20,2012-12-20,0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
高新西区 ,53,25,97,,,,,1,2012/12/20,2012-12-20,1,-2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,53,27,91,,,,,1,2012/12/19,2012-12-19,0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,53,27,91,,,,,1,2012/12/19,2012-12-19,1,-1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
高新西区 ,36,24,83,,,,,1,2012/12/18,2012-12-18,0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,36,24,83,,,,,1,2012/12/18,2012-12-18,1,-2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,48,24,185,,,,,3,2012/12/17,2012-12-17,0,5.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,48,24,185,,,,,3,2012/12/17,2012-12-17,1,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,59,27,309,,,,,7,2012/12/16,2012-12-16,0,,,,,,,,,,
高新西区 ,59,27,309,,,,,7,2012/12/16,2012-12-16,1,,,,,,,,,,
高新西区 ,52,29,309,,,,,7,2012/12/15,2012-12-15,0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,52,29,309,,,,,7,2012/12/15,2012-12-15,1,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,50,27,324,,,,,7,2012/12/14,2012-12-14,0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,50,27,324,,,,,7,2012/12/14,2012-12-14,1,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,48,30,327,,,,,7,2012/12/13,2012-12-13,0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
高新西区 ,48,30,327,,,,,7,2012/12/13,2012-12-13,1,-1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,55,32,313,,,,,7,2012/12/12,2012-12-12,0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,55,32,313,,,,,7,2012/12/12,2012-12-12,1,-1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,50,29,127,,,,,2,2012/12/11,2012-12-11,0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,50,29,127,,,,,2,2012/12/11,2012-12-11,1,-1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,49,22,121,,,,,2,2012/12/10,2012-12-10,0,10.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,49,22,121,,,,,2,2012/12/10,2012-12-10,1,-2.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,45,17,96,,,,,1,2012/12/9,2012-12-09,0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,45,17,96,,,,,1,2012/12/9,2012-12-09,1,-1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,47,22,92,,,,,1,2012/12/8,2012-12-08,0,9.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,47,22,92,,,,,1,2012/12/8,2012-12-08,1,-2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,50,22,91,,,,,1,2012/12/7,2012-12-07,0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,50,22,91,,,,,1,2012/12/7,2012-12-07,1,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,53,17,98,,,,,1,2012/12/6,2012-12-06,0,12.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,53,17,98,,,,,1,2012/12/6,2012-12-06,1,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,64,15,98,,,,,1,2012/12/5,2012-12-05,0,9.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,64,15,98,,,,,1,2012/12/5,2012-12-05,1,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,57,25,132,,,,,2,2012/12/4,2012-12-04,0,11.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,57,25,132,,,,,2,2012/12/4,2012-12-04,1,-1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,68,20,134,,,,,2,2012/12/3,2012-12-03,0,8.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,68,20,134,,,,,2,2012/12/3,2012-12-03,1,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,71,27,276,,,,,5,2012/12/2,2012-12-02,0,10.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,71,27,276,,,,,5,2012/12/2,2012-12-02,1,-2.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,73,24,195,,,,,3,2012/12/1,2012-12-01,0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
高新西区 ,73,24,195,,,,,3,2012/12/1,2012-12-01,1,-2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,45,25,109,,,,,2,2012/11/30,2012-11-30,0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,45,25,109,,,,,2,2012/11/30,2012-11-30,1,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
高新西区 ,35,18,99,,,,,1,2012/11/29,2012-11-29,0,9.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,35,18,99,,,,,1,2012/11/29,2012-11-29,1,-1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,24,14,93,,,,,1,2012/11/28,2012-11-28,0,9.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,24,14,93,,,,,1,2012/11/28,2012-11-28,1,-1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,33,17,85,,,,,1,2012/11/27,2012-11-27,0,11.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,33,17,85,,,,,1,2012/11/27,2012-11-27,1,-1.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,26,17,82,,,,,1,2012/11/26,2012-11-26,0,10.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,26,17,82,,,,,1,2012/11/26,2012-11-26,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,31,17,86,,,,,1,2012/11/25,2012-11-25,0,9.0,7.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
高新西区 ,31,17,86,,,,,1,2012/11/25,2012-11-25,1,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,19,17,85,,,,,1,2012/11/24,2012-11-24,0,11.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,19,17,85,,,,,1,2012/11/24,2012-11-24,1,3.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
高新西区 ,22,14,78,,,,,1,2012/11/23,2012-11-23,0,11.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,22,14,78,,,,,1,2012/11/23,2012-11-23,1,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,30,27,162,,,,,3,2012/11/22,2012-11-22,0,11.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
高新西区 ,30,27,162,,,,,3,2012/11/22,2012-11-22,1,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,25,31,146,,,,,2,2012/11/21,2012-11-21,0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,25,31,146,,,,,2,2012/11/21,2012-11-21,1,6.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,33,31,122,,,,,2,2012/11/20,2012-11-20,0,11.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,33,31,122,,,,,2,2012/11/20,2012-11-20,1,6.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,24,28,84,,,,,1,2012/11/19,2012-11-19,0,13.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,24,28,84,,,,,1,2012/11/19,2012-11-19,1,5.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,21,38,114,,,,,2,2012/11/18,2012-11-18,0,13.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,21,38,114,,,,,2,2012/11/18,2012-11-18,1,4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,23,24,94,,,,,1,2012/11/17,2012-11-17,0,16.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,23,24,94,,,,,1,2012/11/17,2012-11-17,1,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,21,25,53,,,,,1,2012/11/16,2012-11-16,0,13.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,21,25,53,,,,,1,2012/11/16,2012-11-16,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,34,34,122,,,,,2,2012/11/15,2012-11-15,0,10.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
高新西区 ,34,34,122,,,,,2,2012/11/15,2012-11-15,1,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,19,29,81,,,,,1,2012/11/14,2012-11-14,0,13.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,19,29,81,,,,,1,2012/11/14,2012-11-14,1,4.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,25,39,74,,,,,1,2012/11/13,2012-11-13,0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,25,39,74,,,,,1,2012/11/13,2012-11-13,1,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,22,24,73,,,,,1,2012/11/12,2012-11-12,0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,22,24,73,,,,,1,2012/11/12,2012-11-12,1,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,19,16,71,,,,,1,2012/11/11,2012-11-11,0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,19,16,71,,,,,1,2012/11/11,2012-11-11,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,17,29,95,,,,,1,2012/11/10,2012-11-10,0,11.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,17,29,95,,,,,1,2012/11/10,2012-11-10,1,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,19,28,84,,,,,1,2012/11/9,2012-11-09,0,12.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
高新西区 ,19,28,84,,,,,1,2012/11/9,2012-11-09,1,6.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
高新西区 ,18,19,53,,,,,1,2012/11/8,2012-11-08,0,13.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,18,19,53,,,,,1,2012/11/8,2012-11-08,1,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,22,29,93,,,,,1,2012/11/7,2012-11-07,0,13.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,22,29,93,,,,,1,2012/11/7,2012-11-07,1,3.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,19,19,83,,,,,1,2012/11/6,2012-11-06,0,15.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,19,19,83,,,,,1,2012/11/6,2012-11-06,1,4.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,21,17,79,,,,,1,2012/11/5,2012-11-05,0,14.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,21,17,79,,,,,1,2012/11/5,2012-11-05,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,16,14,64,,,,,1,2012/11/4,2012-11-04,0,13.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,16,14,64,,,,,1,2012/11/4,2012-11-04,1,2.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,18,21,96,,,,,1,2012/11/3,2012-11-03,0,13.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,18,21,96,,,,,1,2012/11/3,2012-11-03,1,2.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,27,22,112,,,,,2,2012/11/2,2012-11-02,0,15.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,27,22,112,,,,,2,2012/11/2,2012-11-02,1,6.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
高新西区 ,19,19,77,,,,,1,2012/11/1,2012-11-01,0,19.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,19,19,77,,,,,1,2012/11/1,2012-11-01,1,6.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,19,21,71,,,,,1,2012/10/31,2012-10-31,0,18.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,19,21,71,,,,,1,2012/10/31,2012-10-31,1,6.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,20,17,94,,,,,1,2012/10/30,2012-10-30,0,18.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,20,17,94,,,,,1,2012/10/30,2012-10-30,1,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,27,19,94,,,,,1,2012/10/29,2012-10-29,0,18.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,27,19,94,,,,,1,2012/10/29,2012-10-29,1,8.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,27,24,93,,,,,1,2012/10/28,2012-10-28,0,17.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,27,24,93,,,,,1,2012/10/28,2012-10-28,1,10.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
高新西区 ,31,26,91,,,,,1,2012/10/27,2012-10-27,0,19.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,31,26,91,,,,,1,2012/10/27,2012-10-27,1,10.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,29,27,113,,,,,2,2012/10/26,2012-10-26,0,18.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,29,27,113,,,,,2,2012/10/26,2012-10-26,1,9.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,24,29,80,,,,,1,2012/10/25,2012-10-25,0,18.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,24,29,80,,,,,1,2012/10/25,2012-10-25,1,9.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
高新西区 ,25,25,85,,,,,1,2012/10/24,2012-10-24,0,17.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,25,25,85,,,,,1,2012/10/24,2012-10-24,1,8.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,28,25,80,,,,,1,2012/10/23,2012-10-23,0,18.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,28,25,80,,,,,1,2012/10/23,2012-10-23,1,7.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,30,24,54,,,,,1,2012/10/22,2012-10-22,0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,30,24,54,,,,,1,2012/10/22,2012-10-22,1,8.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,32,27,117,,,,,2,2012/10/21,2012-10-21,0,17.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
高新西区 ,32,27,117,,,,,2,2012/10/21,2012-10-21,1,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,31,26,105,,,,,2,2012/10/20,2012-10-20,0,21.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,31,26,105,,,,,2,2012/10/20,2012-10-20,1,11.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,32,22,106,,,,,2,2012/10/19,2012-10-19,0,21.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,32,22,106,,,,,2,2012/10/19,2012-10-19,1,12.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,30,24,88,,,,,1,2012/10/18,2012-10-18,0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,30,24,88,,,,,1,2012/10/18,2012-10-18,1,10.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,29,20,67,,,,,1,2012/10/17,2012-10-17,0,19.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,29,20,67,,,,,1,2012/10/17,2012-10-17,1,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,28,29,91,,,,,1,2012/10/16,2012-10-16,0,19.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,28,29,91,,,,,1,2012/10/16,2012-10-16,1,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,25,27,129,,,,,2,2012/10/15,2012-10-15,0,19.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
高新西区 ,25,27,129,,,,,2,2012/10/15,2012-10-15,1,12.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
高新西区 ,28,29,89,,,,,1,2012/10/14,2012-10-14,0,23.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,28,29,89,,,,,1,2012/10/14,2012-10-14,1,14.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,29,25,92,,,,,1,2012/10/13,2012-10-13,0,24.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,29,25,92,,,,,1,2012/10/13,2012-10-13,1,14.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,29,27,119,,,,,2,2012/10/12,2012-10-12,0,21.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,29,27,119,,,,,2,2012/10/12,2012-10-12,1,13.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,27,25,105,,,,,2,2012/10/11,2012-10-11,0,23.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,27,25,105,,,,,2,2012/10/11,2012-10-11,1,14.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,28,22,68,,,,,1,2012/10/10,2012-10-10,0,24.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,28,22,68,,,,,1,2012/10/10,2012-10-10,1,13.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,25,24,83,,,,,1,2012/10/9,2012-10-09,0,23.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,25,24,83,,,,,1,2012/10/9,2012-10-09,1,12.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,27,26,120,,,,,2,2012/10/8,2012-10-08,0,19.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
高新西区 ,27,26,120,,,,,2,2012/10/8,2012-10-08,1,14.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
高新西区 ,24,25,109,,,,,2,2012/10/7,2012-10-07,0,20.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
高新西区 ,24,25,109,,,,,2,2012/10/7,2012-10-07,1,14.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
高新西区 ,23,24,88,,,,,1,2012/10/6,2012-10-06,0,23.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,23,24,88,,,,,1,2012/10/6,2012-10-06,1,15.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
高新西区 ,25,18,81,,,,,1,2012/10/5,2012-10-05,0,23.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,25,18,81,,,,,1,2012/10/5,2012-10-05,1,14.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,26,25,74,,,,,1,2012/10/4,2012-10-04,0,23.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,26,25,74,,,,,1,2012/10/4,2012-10-04,1,15.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,25,27,87,,,,,1,2012/10/3,2012-10-03,0,23.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,25,27,87,,,,,1,2012/10/3,2012-10-03,1,14.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,24,27,109,,,,,2,2012/10/2,2012-10-02,0,25.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,24,27,109,,,,,2,2012/10/2,2012-10-02,1,15.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
高新西区 ,25,29,87,,,,,1,2012/10/1,2012-10-01,0,25.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,25,29,87,,,,,1,2012/10/1,2012-10-01,1,14.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,26,29,93,,,,,1,2012/9/30,2012-09-30,0,25.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,26,29,93,,,,,1,2012/9/30,2012-09-30,1,13.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,24,20,65,,,,,1,2012/9/29,2012-09-29,0,24.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,24,20,65,,,,,1,2012/9/29,2012-09-29,1,12.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,27,22,64,,,,,1,2012/9/28,2012-09-28,0,24.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,27,22,64,,,,,1,2012/9/28,2012-09-28,1,11.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,23,22,75,,,,,1,2012/9/27,2012-09-27,0,25.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高新西区 ,23,22,75,,,,,1,2012/9/27,2012-09-27,1,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高新西区 ,23,21,45,,,,,0,2012/9/26,2012-09-26,0,22.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,23,21,45,,,,,0,2012/9/26,2012-09-26,1,16.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高新西区 ,31,23,108,,,,,2,2012/9/25,2012-09-25,0,22.0,8.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
高新西区 ,31,23,108,,,,,2,2012/9/25,2012-09-25,1,16.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
高新西区 ,30,30,117,,,,,2,2012/9/24,2012-09-24,0,26.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
高新西区 ,30,30,117,,,,,2,2012/9/24,2012-09-24,1,17.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
