日期,天气状况（白天/夜间）,气温（最高温/最低温）,风力风向（白天/夜间）
2012/6/1, 多云 /晴, 30℃ / 19℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/6/2, 晴 /多云, 32℃ / 20℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/6/3, 阴 /多云, 31℃ / 21℃, 无持续风向 ≤3级 /北风 ≤3级
2012/6/4, 多云 /阴, 32℃ / 22℃, 北风 ≤3级 /无持续风向 ≤3级
2012/6/5, 阴 /阵雨, 29℃ / 21℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/6/6, 多云 /多云, 31℃ / 21℃, 无持续风向 ≤3级 /西风 ≤3级
2012/6/7, 晴 /晴, 33℃ / 21℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/6/8, 晴 /晴, 34℃ / 23℃, 东风 ≤3级 /无持续风向 ≤3级
2012/6/9, 多云 /晴, 35℃ / 23℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/6/10, 晴 /晴, 36℃ / 22℃, 东北风 ≤3级 /北风 ≤3级
2012/6/11, 晴 /晴, 34℃ / 21℃, 北风 ≤3级 /无持续风向 ≤3级
2012/6/12, 晴 /晴, 36℃ / 22℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/6/13, 多云 /多云, 37℃ / 23℃, 北风 ≤3级 /无持续风向 ≤3级
2012/6/14, 晴 /晴, 34℃ / 20℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/6/15, 晴 /晴, 32℃ / 20℃, 无持续风向 ≤3级 /北风 ≤3级
2012/6/16, 多云 /多云, 34℃ / 21℃, 北风 ≤3级 /无持续风向 ≤3级
2012/6/17, 阴 /多云, 34℃ / 23℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/6/18, 阴 /多云, 34℃ / 22℃, 北风 ≤3级 /无持续风向 ≤3级
2012/6/19, 多云 /雷阵雨, 36℃ / 23℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/6/20, 雷阵雨 /多云, 34℃ / 23℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/6/21, 多云 /晴, 36℃ / 25℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/6/22, 多云 /晴, 37℃ / 25℃, 无持续风向 ≤3级 /北风 ≤3级
2012/6/23, 多云 /阴, 37℃ / 25℃, 无持续风向 ≤3级 /东北风 ≤3级
2012/6/24, 雷阵雨 /阴, 35℃ / 24℃, 东北风 ≤3级 /无持续风向 ≤3级
2012/6/25, 小雨 /阴, 30℃ / 22℃, 无持续风向 ≤3级 /东北风 ≤3级
2012/6/26, 小雨 /阵雨, 27℃ / 22℃, 东风 ≤3级 /无持续风向 ≤3级
2012/6/27, 小雨 /阴, 27℃ / 23℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/6/28, 小雨 /阵雨, 30℃ / 22℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/6/29, 小雨 /阴, 26℃ / 21℃, 无持续风向 ≤3级 /西风 ≤3级
2012/6/30, 多云 /阴, 30℃ / 21℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/7/1, 阴 /阴, 32℃ / 22℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/7/2, 小到中雨 /小雨, 27℃ / 21℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/7/3, 阵雨 /阴, 31℃ / 23℃, 无持续风向 ≤3级 /西风 ≤3级
2012/7/4, 小到中雨 /多云, 31℃ / 23℃, 无持续风向 ≤3级 /北风 ≤3级
2012/7/5, 多云 /晴, 32℃ / 23℃, 东北风 ≤3级 /无持续风向 ≤3级
2012/7/6, 多云 /雷阵雨, 34℃ / 24℃, 东北风 ≤3级 /无持续风向 ≤3级
2012/7/7, 雷阵雨 /小雨, 31℃ / 23℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/7/8, 中雨 /中雨, 27℃ / 23℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/7/9, 中雨 /中雨, 27℃ / 22℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/7/10, 多云 /晴, 31℃ / 23℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/7/11, 晴 /多云, 37℃ / 25℃, 无持续风向 ≤3级 /西风 ≤3级
2012/7/12, 多云 /多云, 35℃ / 24℃, 无持续风向 ≤3级 /西风 ≤3级
2012/7/13, 晴 /晴, 36℃ / 25℃, 北风 ≤3级 /无持续风向 ≤3级
2012/7/14, 晴 /多云, 35℃ / 23℃, 东风 ≤3级 /无持续风向 ≤3级
2012/7/15, 多云 /多云, 34℃ / 23℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/7/16, 多云 /阴, 30℃ / 23℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/7/17, 阴 /阴, 32℃ / 23℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/7/18, 阴 /阴, 31℃ / 25℃, 无持续风向 ≤3级 /东风 ≤3级
2012/7/19, 阴 /阴, 33℃ / 24℃, 无持续风向 ≤3级 /东风 ≤3级
2012/7/20, 阴 /阵雨, 32℃ / 25℃, 无持续风向 ≤3级 /北风 ≤3级
2012/7/21, 小到中雨 /中雨, 29℃ / 22℃, 东北风 ≤3级 /北风 ≤3级
2012/7/22, 多云 /晴, 32℃ / 22℃, 西风 ≤3级 /无持续风向 ≤3级
2012/7/23, 多云 /多云, 32℃ / 23℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/7/24, 多云 /多云, 31℃ / 23℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/7/25, 多云 /多云, 34℃ / 24℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/7/26, 多云 /多云, 33℃ / 25℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/7/27, 多云 /阵雨, 36℃ / 26℃, 北风 ≤3级 /东风 ≤3级
2012/7/28, 多云 /多云, 37℃ / 27℃, 无持续风向 ≤3级 /北风 ≤3级
2012/7/29, 多云 /多云, 37℃ / 27℃, 北风 ≤3级 /无持续风向 ≤3级
2012/7/30, 多云 /雷阵雨, 36℃ / 25℃, 北风 ≤3级 /无持续风向 ≤3级
2012/7/31, 小到中雨 /阵雨, 34℃ / 23℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/8/1, 雷阵雨 /阵雨, 30℃ / 23℃, 无持续风向 ≤3级 /西南风 ≤3级
2012/8/2, 阵雨 /多云, 32℃ / 24℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/8/3, 多云 /多云, 33℃ / 24℃, 东风 ≤3级 /东北风 ≤3级
2012/8/4, 多云 /阴, 33℃ / 24℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/8/5, 阵雨 /阵雨, 30℃ / 24℃, 东风 ≤3级 /东风 ≤3级
2012/8/6, 阵雨 /多云, 32℃ / 24℃, 东风 ≤3级 /无持续风向 ≤3级
2012/8/7, 多云 /多云, 33℃ / 24℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/8/8, 多云 /雷阵雨, 35℃ / 25℃, 无持续风向 ≤3级 /东风 ≤3级
2012/8/9, 雷阵雨 /多云, 34℃ / 25℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/8/10, 多云 /多云, 34℃ / 25℃, 东北风 ≤3级 /无持续风向 ≤3级
2012/8/11, 多云 /阴, 35℃ / 25℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/8/12, 阴 /阵雨, 34℃ / 26℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/8/13, 小雨 /小雨, 30℃ / 24℃, 东风 ≤3级 /东北风 ≤3级
2012/8/14, 小雨 /阵雨, 29℃ / 21℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/8/15, 多云 /多云, 32℃ / 21℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/8/16, 阴 /阴, 31℃ / 23℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/8/17, 阵雨 /中雨, 31℃ / 22℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/8/18, 中雨 /小雨, 26℃ / 22℃, 无持续风向 ≤3级 /西风 ≤3级
2012/8/19, 阴 /中雨, 26℃ / 20℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/8/20, 小雨 /阴, 27℃ / 20℃, 西北风 ≤3级 /无持续风向 ≤3级
2012/8/21, 阴 /多云, 28℃ / 20℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/8/22, 多云 /多云, 30℃ / 20℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/8/23, 多云 /晴, 31℃ / 20℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/8/24, 多云 /晴, 30℃ / 20℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/8/25, 阴 /阵雨, 30℃ / 21℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/8/26, 多云 /多云, 30℃ / 21℃, 无持续风向 ≤3级 /东风 ≤3级
2012/8/27, 晴 /晴, 31℃ / 22℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/8/28, 晴 /晴, 33℃ / 21℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/8/29, 晴 /多云, 33℃ / 22℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/8/30, 多云 /阴, 33℃ / 22℃, 无持续风向 ≤3级 /西风 ≤3级
2012/8/31, 小到中雨 /大到暴雨, 25℃ / 18℃, 西风 3-4级 /无持续风向 ≤3级
2012/9/1, 大到暴雨 /小到中雨, 19℃ / 16℃, 东风 ≤3级 /无持续风向 ≤3级
2012/9/2, 阴 /晴, 25℃ / 18℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/9/3, 晴 /晴, 31℃ / 17℃, 无持续风向 ≤3级 /南风 ≤3级
2012/9/4, 多云 /多云, 32℃ / 18℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/9/5, 多云 /多云, 30℃ / 21℃, 东风 ≤3级 /无持续风向 ≤3级
2012/9/6, 阴 /多云, 28℃ / 20℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/9/7, 阴 /中到大雨, 27℃ / 19℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/9/8, 阵雨 /阴, 22℃ / 18℃, 无持续风向 ≤3级 /东北风 ≤3级
2012/9/9, 多云 /阴, 26℃ / 19℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/9/10, 中雨 /中雨, 22℃ / 17℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/9/11, 阴 /多云, 24℃ / 15℃, 无持续风向 ≤3级 /西风 3-4级
2012/9/12, 多云 /晴, 24℃ / 14℃, 西风 3-4级 /无持续风向 ≤3级
2012/9/13, 晴 /晴, 24℃ / 14℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/9/14, 晴 /晴, 27℃ / 13℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/9/15, 晴 /多云, 26℃ / 17℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/9/16, 阴 /阴, 23℃ / 15℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/9/17, 多云 /晴, 25℃ / 15℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/9/18, 晴 /晴, 27℃ / 16℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/9/19, 多云 /多云, 29℃ / 17℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/9/20, 多云 /小到中雨, 26℃ / 16℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/9/21, 多云 /多云, 26℃ / 15℃, 无持续风向 ≤3级 /西北风 ≤3级
2012/9/22, 晴 /多云, 28℃ / 16℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/9/23, 多云 /阴, 26℃ / 17℃, 西南风 ≤3级 /无持续风向 ≤3级
2012/9/24, 小雨 /小雨, 26℃ / 17℃, 无持续风向 ≤3级 /无持续风向 ≤3级
2012/9/25, 中雨 /小雨, 22℃ / 16℃, 无持续风向 ≤3级 /东风 ≤3级
2012/9/26, 阴 /阴, 22℃ / 16℃, 东风 ≤3级 /北风 ≤3级
2012/9/27, 多云 /晴, 25℃ / 13℃, 北风 ≤3级 /北风 ≤3级
2012/9/28, 晴 /晴, 24℃ / 11℃, 西北风 ≤3级 /西北风 ≤3级
2012/9/29, 晴 /晴, 24℃ / 12℃, 西北风 ≤3级 /西风 ≤3级
2012/9/30, 多云 /晴, 25℃ / 13℃, 西北风 ≤3级 /东风 ≤3级
2012/10/1, 多云 /多云, 25℃ / 14℃, 东风 ≤3级 /西北风 ≤3级
2012/10/2, 多云 /小雨, 25℃ / 15℃, 西南风 ≤3级 /西风 ≤3级
2012/10/3, 阴 /多云, 23℃ / 14℃, 东风 ≤3级 /南风 ≤3级
2012/10/4, 阴 /多云, 23℃ / 15℃, 南风 ≤3级 /东风 ≤3级
2012/10/5, 多云 /多云, 23℃ / 14℃, 西风 ≤3级 /东风 ≤3级
2012/10/6, 阴 /阵雨, 23℃ / 15℃, 南风 ≤3级 /东风 ≤3级
2012/10/7, 小雨 /小雨, 20℃ / 14℃, 南风 ≤3级 /东风 ≤3级
2012/10/8, 小雨 /小雨, 19℃ / 14℃, 西风 ≤3级 /西风 ≤3级
2012/10/9, 多云 /晴, 23℃ / 12℃, 西北风 ≤3级 /西南风 ≤3级
2012/10/10, 多云 /多云, 24℃ / 13℃, 东北风 ≤3级 /西风 ≤3级
2012/10/11, 阴 /阴, 23℃ / 14℃, 西南风 ≤3级 /东南风 ≤3级
2012/10/12, 阴 /多云, 21℃ / 13℃, 南风 ≤3级 /西南风 ≤3级
2012/10/13, 多云 /多云, 24℃ / 14℃, 西北风 ≤3级 /东北风 ≤3级
2012/10/14, 阴 /阴, 23℃ / 14℃, 东风 ≤3级 /东风 ≤3级
2012/10/15, 小雨 /小雨, 19℃ / 12℃, 东风 ≤3级 /南风 ≤3级
2012/10/16, 晴 /晴, 19℃ / 8℃, 西北风 3-4级 /北风 ≤3级
2012/10/17, 晴 /晴, 19℃ / 9℃, 西北风 ≤3级 /东北风 ≤3级
2012/10/18, 多云 /阴, 20℃ / 10℃, 北风 ≤3级 /东风 ≤3级
2012/10/19, 多云 /多云, 21℃ / 12℃, 东北风 ≤3级 /东风 ≤3级
2012/10/20, 阴 /阴, 21℃ / 11℃, 东风 ≤3级 /西南风 ≤3级
2012/10/21, 小雨 /阴, 17℃ / 9℃, 西南风 3-4级 /北风 ≤3级
2012/10/22, 多云 /晴, 19℃ / 8℃, 北风 ≤3级 /西南风 ≤3级
2012/10/23, 阴 /阴, 18℃ / 7℃, 西南风 ≤3级 /南风 ≤3级
2012/10/24, 多云 /多云, 17℃ / 8℃, 南风 ≤3级 /西风 ≤3级
2012/10/25, 阴 /小雨, 18℃ / 9℃, 东北风 ≤3级 /西南风 ≤3级
2012/10/26, 多云 /晴, 18℃ / 9℃, 西南风 ≤3级 /西风 ≤3级
2012/10/27, 多云 /多云, 19℃ / 10℃, 东北风 ≤3级 /东风 ≤3级
2012/10/28, 多云 /小雨, 17℃ / 10℃, 东风 ≤3级 /西风 ≤3级
2012/10/29, 多云 /多云, 18℃ / 8℃, 西风 ≤3级 /西风 ≤3级
2012/10/30, 晴 /晴, 18℃ / 7℃, 无持续风向 ≤3级 /西北风 ≤3级
2012/10/31, 晴 /晴, 18℃ / 6℃, 西风 ≤3级 /西北风 ≤3级
2012/11/1, 多云 /多云, 19℃ / 6℃, 西风 ≤3级 /无持续风向 ≤3级
2012/11/2, 阴 /小雨, 15℃ / 6℃, 南风 ≤3级 /东北风 4-5级
2012/11/3, 多云 /晴, 13℃ / 2℃, 东北风 4-5级 /西北风 3-4级
2012/11/4, 晴 /晴, 13℃ / 2℃, 西北风 ≤3级 /西风 ≤3级
2012/11/5, 晴 /晴, 14℃ / 2℃, 无持续风向 ≤3级 /北风 ≤3级
2012/11/6, 多云 /多云, 15℃ / 4℃, 西风 ≤3级 /西南风 ≤3级
2012/11/7, 阴 /阴, 13℃ / 3℃, 南风 ≤3级 /西南风 ≤3级
2012/11/8, 多云 /阴, 13℃ / 5℃, 西风 ≤3级 /东风 ≤3级
2012/11/9, 小雨 /小雨, 12℃ / 6℃, 南风 ≤3级 /南风 ≤3级
2012/11/10, 晴 /晴, 11℃ / 1℃, 西北风 ≤3级 /北风 3-4级
2012/11/11, 晴 /晴, 13℃ / 1℃, 北风 ≤3级 /北风 ≤3级
2012/11/12, 晴 /晴, 14℃ / 2℃, 北风 ≤3级 /东风 ≤3级
2012/11/13, 晴 /多云, 14℃ / 3℃, 北风 ≤3级 /东风 ≤3级
2012/11/14, 阴 /阴, 13℃ / 4℃, 西南风 ≤3级 /西风 ≤3级
2012/11/15, 小雨 /阴, 10℃ / 2℃, 东北风 3-4级 /南风 ≤3级
2012/11/16, 多云 /晴, 13℃ / 2℃, 西风 ≤3级 /北风 ≤3级
2012/11/17, 晴 /多云, 16℃ / 3℃, 西北风 ≤3级 /东风 ≤3级
2012/11/18, 多云 /多云, 13℃ / 4℃, 西风 ≤3级 /西风 ≤3级
2012/11/19, 阴 /阴, 13℃ / 5℃, 东南风 ≤3级 /西风 ≤3级
2012/11/20, 阴 /阴, 11℃ / 6℃, 西风 ≤3级 /南风 ≤3级
2012/11/21, 多云 /阴, 12℃ / 6℃, 北风 ≤3级 /西风 3-4级
2012/11/22, 阵雨 /多云, 11℃ / 2℃, 南风 ≤3级 /东南风 ≤3级
2012/11/23, 多云 /多云, 11℃ / 2℃, 西风 ≤3级 /东南风 ≤3级
2012/11/24, 阴 /小雨, 11℃ / 3℃, 东风 ≤3级 /西南风 4-5级
2012/11/25, 小雨 /晴, 9℃ / 0℃, 西北风 3-4级 /北风 3-4级
2012/11/26, 晴 /晴, 10℃ / 0℃, 北风 3-4级 /北风 ≤3级
2012/11/27, 晴 /多云, 11℃ / -1℃, 西北风 ≤3级 /无持续风向 ≤3级
2012/11/28, 多云 /多云, 9℃ / -1℃, 北风 3-4级 /西风 ≤3级
2012/11/29, 多云 /阴, 9℃ / -1℃, 西风 ≤3级 /东风 ≤3级
2012/11/30, 多云 /雨夹雪, 6℃ / 0℃, 北风 ≤3级 /西南风 ≤3级
2012/12/1, 雨夹雪 /多云, 5℃ / -2℃, 西南风 ≤3级 /西风 ≤3级
2012/12/2, 晴 /晴, 10℃ / -2℃, 西风 ≤3级 /西风 3-4级
2012/12/3, 晴 /晴, 8℃ / 0℃, 西风 ≤3级 /西风 ≤3级
2012/12/4, 晴 /晴, 11℃ / -1℃, 东北风 ≤3级 /北风 3-4级
2012/12/5, 晴 /晴, 9℃ / 0℃, 东风 ≤3级 /西北风 3-4级
2012/12/6, 晴 /多云, 12℃ / 0℃, 西北风 3-4级 /西风 ≤3级
2012/12/7, 晴 /晴, 11℃ / -1℃, 北风 ≤3级 /北风 ≤3级
2012/12/8, 晴 /晴, 9℃ / -2℃, 北风 3-4级 /东北风 ≤3级
2012/12/9, 多云 /多云, 7℃ / -1℃, 东北风 ≤3级 /西风 ≤3级
2012/12/10, 晴 /晴, 10℃ / -2℃, 西北风 ≤3级 /西风 ≤3级
2012/12/11, 多云 /多云, 7℃ / -1℃, 东北风 ≤3级 /西南风 ≤3级
2012/12/12, 阴 /阴, 4℃ / -1℃, 西风 ≤3级 /东风 ≤3级
2012/12/13, 雨夹雪 /阴, 4℃ / -1℃, 东风 ≤3级 /东风 ≤3级
2012/12/14, 多云 /多云, 6℃ / 0℃, 东北风 ≤3级 /东南风 ≤3级
2012/12/15, 阴 /阴, 5℃ / 0℃, 东风 ≤3级 /南风 ≤3级
2012/12/17, 阴 /阴, 5℃ / 0℃, 西风 ≤3级 /东风 ≤3级
2012/12/18, 阴 /多云, 6℃ / -2℃, 东风 ≤3级 /东风 ≤3级
2012/12/19, 阴 /雨夹雪, 4℃ / -1℃, 东风 ≤3级 /西南风 ≤3级
2012/12/20, 小雪 /阴, 3℃ / -2℃, 东风 ≤3级 /东风 ≤3级
2012/12/21, 多云 /多云, 4℃ / -3℃, 西风 ≤3级 /北风 ≤3级
2012/12/22, 晴 /晴, 4℃ / -5℃, 北风 3-4级 /东风 ≤3级
2012/12/23, 晴 /晴, 2℃ / -7℃, 北风 3-4级 /东风 ≤3级
2012/12/24, 晴 /多云, 2℃ / -5℃, 东风 ≤3级 /西风 ≤3级
2012/12/25, 多云 /多云, 1℃ / -5℃, 西风 ≤3级 /东风 ≤3级
2012/12/26, 阴 /阴, 3℃ / -4℃, 东风 ≤3级 /东风 ≤3级
2012/12/27, 多云 /阴, 2℃ / -5℃, 东风 ≤3级 /西风 ≤3级
2012/12/28, 小雪 /阴, 1℃ / -4℃, 西风 ≤3级 /西风 3-4级
2012/12/29, 多云 /晴, 2℃ / -7℃, 西北风 3-4级 /西北风 ≤3级
2012/12/30, 晴 /晴, 3℃ / -6℃, 西北风 ≤3级 /西北风 ≤3级
2012/12/31, 晴 /晴, 7℃ / -6℃, 北风 ≤3级 /北风 ≤3级
2013/1/1, 晴 /多云, 5℃ / -5℃, 西风 ≤3级 /西风 ≤3级
2013/1/2, 多云 /多云, 2℃ / -5℃, 东风 ≤3级 /东风 ≤3级
2013/1/3, 阴 /多云, 0℃ / -7℃, 北风 ≤3级 /东风 ≤3级
2013/1/4, 多云 /多云, 2℃ / -6℃, 东风 ≤3级 /西风 ≤3级
2013/1/5, 多云 /多云, 2℃ / -6℃, 西风 ≤3级 /西风 ≤3级
2013/1/6, 阴 /阴, 2℃ / -6℃, 西南风 ≤3级 /西南风 ≤3级
2013/1/7, 多云 /多云, 4℃ / -4℃, 东风 ≤3级 /西风 ≤3级
2013/1/8, 多云 /晴, 4℃ / -5℃, 西风 ≤3级 /北风 ≤3级
2013/1/9, 晴 /晴, 4℃ / -5℃, 东北风 ≤3级 /东北风 ≤3级
2013/1/10, 多云 /多云, 5℃ / -5℃, 东风 ≤3级 /西风 ≤3级
2013/1/11, 晴 /晴, 7℃ / -4℃, 北风 ≤3级 /南风 ≤3级
2013/1/13, 晴 /晴, 7℃ / -4℃, 东北风 ≤3级 /东风 ≤3级
2013/1/14, 多云 /阴, 7℃ / -4℃, 南风 ≤3级 /南风 ≤3级
2013/1/15, 多云 /晴, 7℃ / -2℃, 东风 ≤3级 /东风 ≤3级
2013/1/16, 晴 /晴, 10℃ / -3℃, 西风 ≤3级 /东风 ≤3级
2013/1/17, 晴 /晴, 8℃ / -3℃, 东风 ≤3级 /东风 ≤3级
2013/1/18, 多云 /多云, 6℃ / -2℃, 南风 ≤3级 /西风 ≤3级
2013/1/19, 阴 /小到中雪, 5℃ / -1℃, 南风 ≤3级 /南风 ≤3级
2013/1/20, 小雪 /阴, 3℃ / -2℃, 南风 ≤3级 /西南风 ≤3级
2013/1/21, 阴 /多云, 6℃ / -3℃, 南风 ≤3级 /东风 ≤3级
2013/1/22, 晴 /晴, 10℃ / -2℃, 东风 ≤3级 /西南风 ≤3级
2013/1/23, 晴 /晴, 10℃ / -2℃, 西风 ≤3级 /西北风 ≤3级
2013/1/24, 晴 /晴, 10℃ / -1℃, 东北风 ≤3级 /东北风 ≤3级
2013/1/25, 晴 /晴, 12℃ / -2℃, 东北风 ≤3级 /西风 ≤3级
2013/1/26, 晴 /晴, 13℃ / -1℃, 东北风 ≤3级 /西北风 ≤3级
2013/1/27, 晴 /晴, 14℃ / -1℃, 北风 ≤3级 /西南风 ≤3级
2013/1/28, 多云 /多云, 13℃ / 0℃, 西南风 ≤3级 /东风 ≤3级
2013/1/29, 阴 /多云, 11℃ / 2℃, 西南风 ≤3级 /南风 ≤3级
2013/1/30, 多云 /多云, 11℃ / 2℃, 东风 ≤3级 /西南风 ≤3级
2013/1/31, 晴 /晴, 11℃ / 1℃, 西南风 ≤3级 /东风 ≤3级
2013/3/1, 小雪 /阴, 8℃ / 2℃, 北风 3-4级 /北风 ≤3级
2013/3/2, 晴 /晴, 12℃ / 1℃, 东风 ≤3级 /北风 ≤3级
2013/3/3, 晴 /晴, 16℃ / 3℃, 北风 ≤3级 /东风 ≤3级
2013/3/4, 晴 /多云, 20℃ / 4℃, 东北风 ≤3级 /东风 ≤3级
2013/3/5, 多云 /多云, 21℃ / 6℃, 东风 ≤3级 /西北风 ≤3级
2013/3/6, 晴 /晴, 21℃ / 4℃, 北风 3-4级 /西风 ≤3级
2013/3/6, 晴 /晴, 21℃ / 4℃, 北风 3-4级 /西风 ≤3级
2013/3/7, 晴 /晴, 25℃ / 9℃, 西风 ≤3级 /东风 ≤3级
2013/3/8, 多云 /多云, 27℃ / 14℃, 东风 ≤3级 /西风 ≤3级
2013/3/9, 多云 /浮尘, 22℃ / 9℃, 西北风 3-4级 /北风 3-4级
2013/3/10, 多云 /阴, 19℃ / 8℃, 东风 ≤3级 /东风 ≤3级
2013/3/11, 阴 /小雨, 17℃ / 6℃, 东风 ≤3级 /西南风 ≤3级
2013/3/12, 阴 /晴, 16℃ / 7℃, 东北风 ≤3级 /西风 ≤3级
2013/3/13, 多云 /阴, 19℃ / 7℃, 东风 ≤3级 /东风 ≤3级
2013/3/14, 多云 /多云, 16℃ / 7℃, 东风 3-4级 /东风 ≤3级
2013/3/15, 多云 /阴, 18℃ / 7℃, 东北风 ≤3级 /东风 ≤3级
2013/3/16, 小雨 /小雨, 13℃ / 9℃, 西南风 ≤3级 /西北风 3-4级
2013/3/17, 多云 /晴, 21℃ / 8℃, 西风 3-4级 /西北风 3-4级
2013/3/18, 晴 /晴, 26℃ / 10℃, 西北风 ≤3级 /西风 ≤3级
2013/3/19, 晴 /晴, 27℃ / 10℃, 西北风 ≤3级 /西南风 ≤3级
2013/3/20, 多云 /多云, 24℃ / 10℃, 东风 ≤3级 /东南风 ≤3级
2013/3/21, 阴 /多云, 22℃ / 8℃, 东风 ≤3级 /西南风 ≤3级
2013/3/22, 多云 /多云, 21℃ / 10℃, 东北风 ≤3级 /西南风 ≤3级
2013/3/23, 晴 /晴, 25℃ / 9℃, 东北风 ≤3级 /西北风 ≤3级
2013/3/24, 多云 /阴, 20℃ / 10℃, 东北风 3-4级 /东风 ≤3级
2013/3/25, 小雨 /阴, 17℃ / 7℃, 西南风 ≤3级 /东风 ≤3级
2013/3/26, 晴 /晴, 20℃ / 6℃, 东风 ≤3级 /北风 ≤3级
2013/3/27, 晴 /晴, 26℃ / 8℃, 西南风 ≤3级 /东北风 ≤3级
2013/3/28, 晴 /多云, 24℃ / 11℃, 东风 ≤3级 /东风 ≤3级
2013/3/29, 阴 /多云, 23℃ / 10℃, 南风 3-4级 /东风 ≤3级
2013/3/30, 晴 /晴, 24℃ / 11℃, 西北风 ≤3级 /北风 ≤3级
2013/3/31, 多云 /阴, 24℃ / 11℃, 东风 ≤3级 /南风 ≤3级
2013/4/1,多云 /多云,21℃ / 9℃,西南风 ≤3级 /东北风 ≤3级
2013/4/1, 多云 /多云, 21℃ / 9℃, 西南风 ≤3级 /东北风 ≤3级
2013/4/2,阴 /阴,19℃ / 10℃,南风 ≤3级 /西风 ≤3级
2013/4/2, 阴 /阴, 19℃ / 10℃, 南风 ≤3级 /西风 ≤3级
2013/4/3,多云 /多云,22℃ / 10℃,东北风 ≤3级 /北风 ≤3级
2013/4/3, 多云 /多云, 22℃ / 10℃, 东北风 ≤3级 /北风 ≤3级
2013/4/4,小雨 /小雨,18℃ / 9℃,西南风 ≤3级 /西风 3-4级
2013/4/4, 小雨 /小雨, 18℃ / 9℃, 西南风 ≤3级 /西风 3-4级
2013/4/5,多云 /多云,15℃ / 5℃,北风 ≤3级 /北风 ≤3级
2013/4/5, 多云 /多云, 15℃ / 5℃, 北风 ≤3级 /北风 ≤3级
2013/4/6,晴 /晴,18℃ / 4℃,北风 ≤3级 /东北风 ≤3级
