日期,时间段,天气状况,气温,风力风向
2012/5/22,0,小雨,23.0,西北风 ≤3级
2012/5/22,1,阴,14.0,无持续风向 ≤3级
2012/5/23,0,阴,25.0,无持续风向 ≤3级
2012/5/23,1,阴,15.0,无持续风向 ≤3级
2012/5/24,0,阴,25.0,无持续风向 ≤3级
2012/5/24,1,阴,16.0,无持续风向 ≤3级
2012/5/25,0,多云,29.0,无持续风向 ≤3级
2012/5/25,1,多云,16.0,北风 ≤3级
2012/5/26,0,多云,31.0,东北风 ≤3级
2012/5/26,1,晴,17.0,无持续风向 ≤3级
2012/5/27,0,多云,32.0,东北风 ≤3级
2012/5/27,1,多云,18.0,无持续风向 ≤3级
2012/5/28,0,小到中雨,25.0,无持续风向 ≤3级
2012/5/28,1,中雨,16.0,无持续风向 ≤3级
2012/5/29,0,多云,27.0,无持续风向 ≤3级
2012/5/29,1,晴,15.0,西北风 ≤3级
2012/5/30,0,多云,31.0,无持续风向 ≤3级
2012/5/30,1,多云,19.0,无持续风向 ≤3级
2012/5/31,0,阴,28.0,无持续风向 ≤3级
2012/5/31,1,阴,19.0,无持续风向 ≤3级
2012/6/1,0,多云,30.0,无持续风向 ≤3级
2012/6/1,1,晴,19.0,无持续风向 ≤3级
2012/6/2,0,晴,32.0,无持续风向 ≤3级
2012/6/2,1,多云,20.0,无持续风向 ≤3级
2012/6/3,0,阴,31.0,无持续风向 ≤3级
2012/6/3,1,多云,21.0,北风 ≤3级
2012/6/4,0,多云,32.0,北风 ≤3级
2012/6/4,1,阴,22.0,无持续风向 ≤3级
2012/6/5,0,阴,29.0,无持续风向 ≤3级
2012/6/5,1,阵雨,21.0,无持续风向 ≤3级
2012/6/6,0,多云,31.0,无持续风向 ≤3级
2012/6/6,1,多云,21.0,西风 ≤3级
2012/6/7,0,晴,33.0,无持续风向 ≤3级
2012/6/7,1,晴,21.0,无持续风向 ≤3级
2012/6/8,0,晴,34.0,东风 ≤3级
2012/6/8,1,晴,23.0,无持续风向 ≤3级
2012/6/9,0,多云,35.0,无持续风向 ≤3级
2012/6/9,1,晴,23.0,无持续风向 ≤3级
2012/6/10,0,晴,36.0,东北风 ≤3级
2012/6/10,1,晴,22.0,北风 ≤3级
2012/6/11,0,晴,34.0,北风 ≤3级
2012/6/11,1,晴,21.0,无持续风向 ≤3级
2012/6/12,0,晴,36.0,无持续风向 ≤3级
2012/6/12,1,晴,22.0,无持续风向 ≤3级
2012/6/13,0,多云,37.0,北风 ≤3级
2012/6/13,1,多云,23.0,无持续风向 ≤3级
2012/6/14,0,晴,34.0,无持续风向 ≤3级
2012/6/14,1,晴,20.0,无持续风向 ≤3级
2012/6/15,0,晴,32.0,无持续风向 ≤3级
2012/6/15,1,晴,20.0,北风 ≤3级
2012/6/16,0,多云,34.0,北风 ≤3级
2012/6/16,1,多云,21.0,无持续风向 ≤3级
2012/6/17,0,阴,34.0,无持续风向 ≤3级
2012/6/17,1,多云,23.0,无持续风向 ≤3级
2012/6/18,0,阴,34.0,北风 ≤3级
2012/6/18,1,多云,22.0,无持续风向 ≤3级
2012/6/19,0,多云,36.0,无持续风向 ≤3级
2012/6/19,1,雷阵雨,23.0,无持续风向 ≤3级
2012/6/20,0,雷阵雨,34.0,无持续风向 ≤3级
2012/6/20,1,多云,23.0,无持续风向 ≤3级
2012/6/21,0,多云,36.0,无持续风向 ≤3级
2012/6/21,1,晴,25.0,无持续风向 ≤3级
2012/6/22,0,多云,37.0,无持续风向 ≤3级
2012/6/22,1,晴,25.0,北风 ≤3级
2012/6/23,0,多云,37.0,无持续风向 ≤3级
2012/6/23,1,阴,25.0,东北风 ≤3级
2012/6/24,0,雷阵雨,35.0,东北风 ≤3级
2012/6/24,1,阴,24.0,无持续风向 ≤3级
2012/6/25,0,小雨,30.0,无持续风向 ≤3级
2012/6/25,1,阴,22.0,东北风 ≤3级
2012/6/26,0,小雨,27.0,东风 ≤3级
2012/6/26,1,阵雨,22.0,无持续风向 ≤3级
2012/6/27,0,小雨,27.0,无持续风向 ≤3级
2012/6/27,1,阴,23.0,无持续风向 ≤3级
2012/6/28,0,小雨,30.0,无持续风向 ≤3级
2012/6/28,1,阵雨,22.0,无持续风向 ≤3级
2012/6/29,0,小雨,26.0,无持续风向 ≤3级
2012/6/29,1,阴,21.0,西风 ≤3级
2012/6/30,0,多云,30.0,无持续风向 ≤3级
2012/6/30,1,阴,21.0,无持续风向 ≤3级
2012/7/1,0,阴,32.0,无持续风向 ≤3级
2012/7/1,1,阴,22.0,无持续风向 ≤3级
2012/7/2,0,小到中雨,27.0,无持续风向 ≤3级
2012/7/2,1,小雨,21.0,无持续风向 ≤3级
2012/7/3,0,阵雨,31.0,无持续风向 ≤3级
2012/7/3,1,阴,23.0,西风 ≤3级
2012/7/4,0,小到中雨,31.0,无持续风向 ≤3级
2012/7/4,1,多云,23.0,北风 ≤3级
2012/7/5,0,多云,32.0,东北风 ≤3级
2012/7/5,1,晴,23.0,无持续风向 ≤3级
2012/7/6,0,多云,34.0,东北风 ≤3级
2012/7/6,1,雷阵雨,24.0,无持续风向 ≤3级
2012/7/7,0,雷阵雨,31.0,无持续风向 ≤3级
2012/7/7,1,小雨,23.0,无持续风向 ≤3级
2012/7/8,0,中雨,27.0,无持续风向 ≤3级
2012/7/8,1,中雨,23.0,无持续风向 ≤3级
2012/7/9,0,中雨,27.0,无持续风向 ≤3级
2012/7/9,1,中雨,22.0,无持续风向 ≤3级
2012/7/10,0,多云,31.0,无持续风向 ≤3级
2012/7/10,1,晴,23.0,无持续风向 ≤3级
2012/7/11,0,晴,37.0,无持续风向 ≤3级
2012/7/11,1,多云,25.0,西风 ≤3级
2012/7/12,0,多云,35.0,无持续风向 ≤3级
2012/7/12,1,多云,24.0,西风 ≤3级
2012/7/13,0,晴,36.0,北风 ≤3级
2012/7/13,1,晴,25.0,无持续风向 ≤3级
2012/7/14,0,晴,35.0,东风 ≤3级
2012/7/14,1,多云,23.0,无持续风向 ≤3级
2012/7/15,0,多云,34.0,无持续风向 ≤3级
2012/7/15,1,多云,23.0,无持续风向 ≤3级
2012/7/16,0,多云,30.0,无持续风向 ≤3级
2012/7/16,1,阴,23.0,无持续风向 ≤3级
2012/7/17,0,阴,32.0,无持续风向 ≤3级
2012/7/17,1,阴,23.0,无持续风向 ≤3级
2012/7/18,0,阴,31.0,无持续风向 ≤3级
2012/7/18,1,阴,25.0,东风 ≤3级
2012/7/19,0,阴,33.0,无持续风向 ≤3级
2012/7/19,1,阴,24.0,东风 ≤3级
2012/7/20,0,阴,32.0,无持续风向 ≤3级
2012/7/20,1,阵雨,25.0,北风 ≤3级
2012/7/21,0,小到中雨,29.0,东北风 ≤3级
2012/7/21,1,中雨,22.0,北风 ≤3级
2012/7/22,0,多云,32.0,西风 ≤3级
2012/7/22,1,晴,22.0,无持续风向 ≤3级
2012/7/23,0,多云,32.0,无持续风向 ≤3级
2012/7/23,1,多云,23.0,无持续风向 ≤3级
2012/7/24,0,多云,31.0,无持续风向 ≤3级
2012/7/24,1,多云,23.0,无持续风向 ≤3级
2012/7/25,0,多云,34.0,无持续风向 ≤3级
2012/7/25,1,多云,24.0,无持续风向 ≤3级
2012/7/26,0,多云,33.0,无持续风向 ≤3级
2012/7/26,1,多云,25.0,无持续风向 ≤3级
2012/7/27,0,多云,36.0,北风 ≤3级
2012/7/27,1,阵雨,26.0,东风 ≤3级
2012/7/28,0,多云,37.0,无持续风向 ≤3级
2012/7/28,1,多云,27.0,北风 ≤3级
2012/7/29,0,多云,37.0,北风 ≤3级
2012/7/29,1,多云,27.0,无持续风向 ≤3级
2012/7/30,0,多云,36.0,北风 ≤3级
2012/7/30,1,雷阵雨,25.0,无持续风向 ≤3级
2012/7/31,0,小到中雨,34.0,无持续风向 ≤3级
2012/7/31,1,阵雨,23.0,无持续风向 ≤3级
2012/8/1,0,雷阵雨,30.0,无持续风向 ≤3级
2012/8/1,1,阵雨,23.0,西南风 ≤3级
2012/8/2,0,阵雨,32.0,无持续风向 ≤3级
2012/8/2,1,多云,24.0,无持续风向 ≤3级
2012/8/3,0,多云,33.0,东风 ≤3级
2012/8/3,1,多云,24.0,东北风 ≤3级
2012/8/4,0,多云,33.0,无持续风向 ≤3级
2012/8/4,1,阴,24.0,无持续风向 ≤3级
2012/8/5,0,阵雨,30.0,东风 ≤3级
2012/8/5,1,阵雨,24.0,东风 ≤3级
2012/8/6,0,阵雨,32.0,东风 ≤3级
2012/8/6,1,多云,24.0,无持续风向 ≤3级
2012/8/7,0,多云,33.0,无持续风向 ≤3级
2012/8/7,1,多云,24.0,无持续风向 ≤3级
2012/8/8,0,多云,35.0,无持续风向 ≤3级
2012/8/8,1,雷阵雨,25.0,东风 ≤3级
2012/8/9,0,雷阵雨,34.0,无持续风向 ≤3级
2012/8/9,1,多云,25.0,无持续风向 ≤3级
2012/8/10,0,多云,34.0,东北风 ≤3级
2012/8/10,1,多云,25.0,无持续风向 ≤3级
2012/8/11,0,多云,35.0,无持续风向 ≤3级
2012/8/11,1,阴,25.0,无持续风向 ≤3级
2012/8/12,0,阴,34.0,无持续风向 ≤3级
2012/8/12,1,阵雨,26.0,无持续风向 ≤3级
2012/8/13,0,小雨,30.0,东风 ≤3级
2012/8/13,1,小雨,24.0,东北风 ≤3级
2012/8/14,0,小雨,29.0,无持续风向 ≤3级
2012/8/14,1,阵雨,21.0,无持续风向 ≤3级
2012/8/15,0,多云,32.0,无持续风向 ≤3级
2012/8/15,1,多云,21.0,无持续风向 ≤3级
2012/8/16,0,阴,31.0,无持续风向 ≤3级
2012/8/16,1,阴,23.0,无持续风向 ≤3级
2012/8/17,0,阵雨,31.0,无持续风向 ≤3级
2012/8/17,1,中雨,22.0,无持续风向 ≤3级
2012/8/18,0,中雨,26.0,无持续风向 ≤3级
2012/8/18,1,小雨,22.0,西风 ≤3级
2012/8/19,0,阴,26.0,无持续风向 ≤3级
2012/8/19,1,中雨,20.0,无持续风向 ≤3级
2012/8/20,0,小雨,27.0,西北风 ≤3级
2012/8/20,1,阴,20.0,无持续风向 ≤3级
2012/8/21,0,阴,28.0,无持续风向 ≤3级
2012/8/21,1,多云,20.0,无持续风向 ≤3级
2012/8/22,0,多云,30.0,无持续风向 ≤3级
2012/8/22,1,多云,20.0,无持续风向 ≤3级
2012/8/23,0,多云,31.0,无持续风向 ≤3级
2012/8/23,1,晴,20.0,无持续风向 ≤3级
2012/8/24,0,多云,30.0,无持续风向 ≤3级
2012/8/24,1,晴,20.0,无持续风向 ≤3级
2012/8/25,0,阴,30.0,无持续风向 ≤3级
2012/8/25,1,阵雨,21.0,无持续风向 ≤3级
2012/8/26,0,多云,30.0,无持续风向 ≤3级
2012/8/26,1,多云,21.0,东风 ≤3级
2012/8/27,0,晴,31.0,无持续风向 ≤3级
2012/8/27,1,晴,22.0,无持续风向 ≤3级
2012/8/28,0,晴,33.0,无持续风向 ≤3级
2012/8/28,1,晴,21.0,无持续风向 ≤3级
2012/8/29,0,晴,33.0,无持续风向 ≤3级
2012/8/29,1,多云,22.0,无持续风向 ≤3级
2012/8/30,0,多云,33.0,无持续风向 ≤3级
2012/8/30,1,阴,22.0,西风 ≤3级
2012/8/31,0,小到中雨,25.0,西风 3-4级
2012/8/31,1,大到暴雨,18.0,无持续风向 ≤3级
2012/9/1,0,大到暴雨,19.0,东风 ≤3级
2012/9/1,1,小到中雨,16.0,无持续风向 ≤3级
2012/9/2,0,阴,25.0,无持续风向 ≤3级
2012/9/2,1,晴,18.0,无持续风向 ≤3级
2012/9/3,0,晴,31.0,无持续风向 ≤3级
2012/9/3,1,晴,17.0,南风 ≤3级
2012/9/4,0,多云,32.0,无持续风向 ≤3级
2012/9/4,1,多云,18.0,无持续风向 ≤3级
2012/9/5,0,多云,30.0,东风 ≤3级
2012/9/5,1,多云,21.0,无持续风向 ≤3级
2012/9/6,0,阴,28.0,无持续风向 ≤3级
2012/9/6,1,多云,20.0,无持续风向 ≤3级
2012/9/7,0,阴,27.0,无持续风向 ≤3级
2012/9/7,1,中到大雨,19.0,无持续风向 ≤3级
2012/9/8,0,阵雨,22.0,无持续风向 ≤3级
2012/9/8,1,阴,18.0,东北风 ≤3级
2012/9/9,0,多云,26.0,无持续风向 ≤3级
2012/9/9,1,阴,19.0,无持续风向 ≤3级
2012/9/10,0,中雨,22.0,无持续风向 ≤3级
2012/9/10,1,中雨,17.0,无持续风向 ≤3级
2012/9/11,0,阴,24.0,无持续风向 ≤3级
2012/9/11,1,多云,15.0,西风 3-4级
2012/9/12,0,多云,24.0,西风 3-4级
2012/9/12,1,晴,14.0,无持续风向 ≤3级
2012/9/13,0,晴,24.0,无持续风向 ≤3级
2012/9/13,1,晴,14.0,无持续风向 ≤3级
2012/9/14,0,晴,27.0,无持续风向 ≤3级
2012/9/14,1,晴,13.0,无持续风向 ≤3级
2012/9/15,0,晴,26.0,无持续风向 ≤3级
2012/9/15,1,多云,17.0,无持续风向 ≤3级
2012/9/16,0,阴,23.0,无持续风向 ≤3级
2012/9/16,1,阴,15.0,无持续风向 ≤3级
2012/9/17,0,多云,25.0,无持续风向 ≤3级
2012/9/17,1,晴,15.0,无持续风向 ≤3级
2012/9/18,0,晴,27.0,无持续风向 ≤3级
2012/9/18,1,晴,16.0,无持续风向 ≤3级
2012/9/19,0,多云,29.0,无持续风向 ≤3级
2012/9/19,1,多云,17.0,无持续风向 ≤3级
2012/9/20,0,多云,26.0,无持续风向 ≤3级
2012/9/20,1,小到中雨,16.0,无持续风向 ≤3级
2012/9/21,0,多云,26.0,无持续风向 ≤3级
2012/9/21,1,多云,15.0,西北风 ≤3级
2012/9/22,0,晴,28.0,无持续风向 ≤3级
2012/9/22,1,多云,16.0,无持续风向 ≤3级
2012/9/23,0,多云,26.0,西南风 ≤3级
2012/9/23,1,阴,17.0,无持续风向 ≤3级
2012/9/24,0,小雨,26.0,无持续风向 ≤3级
2012/9/24,1,小雨,17.0,无持续风向 ≤3级
2012/9/25,0,中雨,22.0,无持续风向 ≤3级
2012/9/25,1,小雨,16.0,东风 ≤3级
2012/9/26,0,阴,22.0,东风 ≤3级
2012/9/26,1,阴,16.0,北风 ≤3级
2012/9/27,0,多云,25.0,北风 ≤3级
2012/9/27,1,晴,13.0,北风 ≤3级
2012/9/28,0,晴,24.0,西北风 ≤3级
2012/9/28,1,晴,11.0,西北风 ≤3级
2012/9/29,0,晴,24.0,西北风 ≤3级
2012/9/29,1,晴,12.0,西风 ≤3级
2012/9/30,0,多云,25.0,西北风 ≤3级
2012/9/30,1,晴,13.0,东风 ≤3级
2012/10/1,0,多云,25.0,东风 ≤3级
2012/10/1,1,多云,14.0,西北风 ≤3级
2012/10/2,0,多云,25.0,西南风 ≤3级
2012/10/2,1,小雨,15.0,西风 ≤3级
2012/10/3,0,阴,23.0,东风 ≤3级
2012/10/3,1,多云,14.0,南风 ≤3级
2012/10/4,0,阴,23.0,南风 ≤3级
2012/10/4,1,多云,15.0,东风 ≤3级
2012/10/5,0,多云,23.0,西风 ≤3级
2012/10/5,1,多云,14.0,东风 ≤3级
2012/10/6,0,阴,23.0,南风 ≤3级
2012/10/6,1,阵雨,15.0,东风 ≤3级
2012/10/7,0,小雨,20.0,南风 ≤3级
2012/10/7,1,小雨,14.0,东风 ≤3级
2012/10/8,0,小雨,19.0,西风 ≤3级
2012/10/8,1,小雨,14.0,西风 ≤3级
2012/10/9,0,多云,23.0,西北风 ≤3级
2012/10/9,1,晴,12.0,西南风 ≤3级
2012/10/10,0,多云,24.0,东北风 ≤3级
2012/10/10,1,多云,13.0,西风 ≤3级
2012/10/11,0,阴,23.0,西南风 ≤3级
2012/10/11,1,阴,14.0,东南风 ≤3级
2012/10/12,0,阴,21.0,南风 ≤3级
2012/10/12,1,多云,13.0,西南风 ≤3级
2012/10/13,0,多云,24.0,西北风 ≤3级
2012/10/13,1,多云,14.0,东北风 ≤3级
2012/10/14,0,阴,23.0,东风 ≤3级
2012/10/14,1,阴,14.0,东风 ≤3级
2012/10/15,0,小雨,19.0,东风 ≤3级
2012/10/15,1,小雨,12.0,南风 ≤3级
2012/10/16,0,晴,19.0,西北风 3-4级
2012/10/16,1,晴,8.0,北风 ≤3级
2012/10/17,0,晴,19.0,西北风 ≤3级
2012/10/17,1,晴,9.0,东北风 ≤3级
2012/10/18,0,多云,20.0,北风 ≤3级
2012/10/18,1,阴,10.0,东风 ≤3级
2012/10/19,0,多云,21.0,东北风 ≤3级
2012/10/19,1,多云,12.0,东风 ≤3级
2012/10/20,0,阴,21.0,东风 ≤3级
2012/10/20,1,阴,11.0,西南风 ≤3级
2012/10/21,0,小雨,17.0,西南风 3-4级
2012/10/21,1,阴,9.0,北风 ≤3级
2012/10/22,0,多云,19.0,北风 ≤3级
2012/10/22,1,晴,8.0,西南风 ≤3级
2012/10/23,0,阴,18.0,西南风 ≤3级
2012/10/23,1,阴,7.0,南风 ≤3级
2012/10/24,0,多云,17.0,南风 ≤3级
2012/10/24,1,多云,8.0,西风 ≤3级
2012/10/25,0,阴,18.0,东北风 ≤3级
2012/10/25,1,小雨,9.0,西南风 ≤3级
2012/10/26,0,多云,18.0,西南风 ≤3级
2012/10/26,1,晴,9.0,西风 ≤3级
2012/10/27,0,多云,19.0,东北风 ≤3级
2012/10/27,1,多云,10.0,东风 ≤3级
2012/10/28,0,多云,17.0,东风 ≤3级
2012/10/28,1,小雨,10.0,西风 ≤3级
2012/10/29,0,多云,18.0,西风 ≤3级
2012/10/29,1,多云,8.0,西风 ≤3级
2012/10/30,0,晴,18.0,无持续风向 ≤3级
2012/10/30,1,晴,7.0,西北风 ≤3级
2012/10/31,0,晴,18.0,西风 ≤3级
2012/10/31,1,晴,6.0,西北风 ≤3级
2012/11/1,0,多云,19.0,西风 ≤3级
2012/11/1,1,多云,6.0,无持续风向 ≤3级
2012/11/2,0,阴,15.0,南风 ≤3级
2012/11/2,1,小雨,6.0,东北风 4-5级
2012/11/3,0,多云,13.0,东北风 4-5级
2012/11/3,1,晴,2.0,西北风 3-4级
2012/11/4,0,晴,13.0,西北风 ≤3级
2012/11/4,1,晴,2.0,西风 ≤3级
2012/11/5,0,晴,14.0,无持续风向 ≤3级
2012/11/5,1,晴,2.0,北风 ≤3级
2012/11/6,0,多云,15.0,西风 ≤3级
2012/11/6,1,多云,4.0,西南风 ≤3级
2012/11/7,0,阴,13.0,南风 ≤3级
2012/11/7,1,阴,3.0,西南风 ≤3级
2012/11/8,0,多云,13.0,西风 ≤3级
2012/11/8,1,阴,5.0,东风 ≤3级
2012/11/9,0,小雨,12.0,南风 ≤3级
2012/11/9,1,小雨,6.0,南风 ≤3级
2012/11/10,0,晴,11.0,西北风 ≤3级
2012/11/10,1,晴,1.0,北风 3-4级
2012/11/11,0,晴,13.0,北风 ≤3级
2012/11/11,1,晴,1.0,北风 ≤3级
2012/11/12,0,晴,14.0,北风 ≤3级
2012/11/12,1,晴,2.0,东风 ≤3级
2012/11/13,0,晴,14.0,北风 ≤3级
2012/11/13,1,多云,3.0,东风 ≤3级
2012/11/14,0,阴,13.0,西南风 ≤3级
2012/11/14,1,阴,4.0,西风 ≤3级
2012/11/15,0,小雨,10.0,东北风 3-4级
2012/11/15,1,阴,2.0,南风 ≤3级
2012/11/16,0,多云,13.0,西风 ≤3级
2012/11/16,1,晴,2.0,北风 ≤3级
2012/11/17,0,晴,16.0,西北风 ≤3级
2012/11/17,1,多云,3.0,东风 ≤3级
2012/11/18,0,多云,13.0,西风 ≤3级
2012/11/18,1,多云,4.0,西风 ≤3级
2012/11/19,0,阴,13.0,东南风 ≤3级
2012/11/19,1,阴,5.0,西风 ≤3级
2012/11/20,0,阴,11.0,西风 ≤3级
2012/11/20,1,阴,6.0,南风 ≤3级
2012/11/21,0,多云,12.0,北风 ≤3级
2012/11/21,1,阴,6.0,西风 3-4级
2012/11/22,0,阵雨,11.0,南风 ≤3级
2012/11/22,1,多云,2.0,东南风 ≤3级
2012/11/23,0,多云,11.0,西风 ≤3级
2012/11/23,1,多云,2.0,东南风 ≤3级
2012/11/24,0,阴,11.0,东风 ≤3级
2012/11/24,1,小雨,3.0,西南风 4-5级
2012/11/25,0,小雨,9.0,西北风 3-4级
2012/11/25,1,晴,0.0,北风 3-4级
2012/11/26,0,晴,10.0,北风 3-4级
2012/11/26,1,晴,0.0,北风 ≤3级
2012/11/27,0,晴,11.0,西北风 ≤3级
2012/11/27,1,多云,-1.0,无持续风向 ≤3级
2012/11/28,0,多云,9.0,北风 3-4级
2012/11/28,1,多云,-1.0,西风 ≤3级
2012/11/29,0,多云,9.0,西风 ≤3级
2012/11/29,1,阴,-1.0,东风 ≤3级
2012/11/30,0,多云,6.0,北风 ≤3级
2012/11/30,1,雨夹雪,0.0,西南风 ≤3级
2012/12/1,0,雨夹雪,5.0,西南风 ≤3级
2012/12/1,1,多云,-2.0,西风 ≤3级
2012/12/2,0,晴,10.0,西风 ≤3级
2012/12/2,1,晴,-2.0,西风 3-4级
2012/12/3,0,晴,8.0,西风 ≤3级
2012/12/3,1,晴,0.0,西风 ≤3级
2012/12/4,0,晴,11.0,东北风 ≤3级
2012/12/4,1,晴,-1.0,北风 3-4级
2012/12/5,0,晴,9.0,东风 ≤3级
2012/12/5,1,晴,0.0,西北风 3-4级
2012/12/6,0,晴,12.0,西北风 3-4级
2012/12/6,1,多云,0.0,西风 ≤3级
2012/12/7,0,晴,11.0,北风 ≤3级
2012/12/7,1,晴,-1.0,北风 ≤3级
2012/12/8,0,晴,9.0,北风 3-4级
2012/12/8,1,晴,-2.0,东北风 ≤3级
2012/12/9,0,多云,7.0,东北风 ≤3级
2012/12/9,1,多云,-1.0,西风 ≤3级
2012/12/10,0,晴,10.0,西北风 ≤3级
2012/12/10,1,晴,-2.0,西风 ≤3级
2012/12/11,0,多云,7.0,东北风 ≤3级
2012/12/11,1,多云,-1.0,西南风 ≤3级
2012/12/12,0,阴,4.0,西风 ≤3级
2012/12/12,1,阴,-1.0,东风 ≤3级
2012/12/13,0,雨夹雪,4.0,东风 ≤3级
2012/12/13,1,阴,-1.0,东风 ≤3级
2012/12/14,0,多云,6.0,东北风 ≤3级
2012/12/14,1,多云,0.0,东南风 ≤3级
2012/12/15,0,阴,5.0,东风 ≤3级
2012/12/15,1,阴,0.0,南风 ≤3级
2012/12/17,0,阴,5.0,西风 ≤3级
2012/12/17,1,阴,0.0,东风 ≤3级
2012/12/18,0,阴,6.0,东风 ≤3级
2012/12/18,1,多云,-2.0,东风 ≤3级
2012/12/19,0,阴,4.0,东风 ≤3级
2012/12/19,1,雨夹雪,-1.0,西南风 ≤3级
2012/12/20,0,小雪,3.0,东风 ≤3级
2012/12/20,1,阴,-2.0,东风 ≤3级
2012/12/21,0,多云,4.0,西风 ≤3级
2012/12/21,1,多云,-3.0,北风 ≤3级
2012/12/22,0,晴,4.0,北风 3-4级
2012/12/22,1,晴,-5.0,东风 ≤3级
2012/12/23,0,晴,2.0,北风 3-4级
2012/12/23,1,晴,-7.0,东风 ≤3级
2012/12/24,0,晴,2.0,东风 ≤3级
2012/12/24,1,多云,-5.0,西风 ≤3级
2012/12/25,0,多云,1.0,西风 ≤3级
2012/12/25,1,多云,-5.0,东风 ≤3级
2012/12/26,0,阴,3.0,东风 ≤3级
2012/12/26,1,阴,-4.0,东风 ≤3级
2012/12/27,0,多云,2.0,东风 ≤3级
2012/12/27,1,阴,-5.0,西风 ≤3级
2012/12/28,0,小雪,1.0,西风 ≤3级
2012/12/28,1,阴,-4.0,西风 3-4级
2012/12/29,0,多云,2.0,西北风 3-4级
2012/12/29,1,晴,-7.0,西北风 ≤3级
2012/12/30,0,晴,3.0,西北风 ≤3级
2012/12/30,1,晴,-6.0,西北风 ≤3级
2012/12/31,0,晴,7.0,北风 ≤3级
2012/12/31,1,晴,-6.0,北风 ≤3级
2013/1/1,0,晴,5.0,西风 ≤3级
2013/1/1,1,多云,-5.0,西风 ≤3级
2013/1/2,0,多云,2.0,东风 ≤3级
2013/1/2,1,多云,-5.0,东风 ≤3级
2013/1/3,0,阴,0.0,北风 ≤3级
2013/1/3,1,多云,-7.0,东风 ≤3级
2013/1/4,0,多云,2.0,东风 ≤3级
2013/1/4,1,多云,-6.0,西风 ≤3级
2013/1/5,0,多云,2.0,西风 ≤3级
2013/1/5,1,多云,-6.0,西风 ≤3级
2013/1/6,0,阴,2.0,西南风 ≤3级
2013/1/6,1,阴,-6.0,西南风 ≤3级
2013/1/7,0,多云,4.0,东风 ≤3级
2013/1/7,1,多云,-4.0,西风 ≤3级
2013/1/8,0,多云,4.0,西风 ≤3级
2013/1/8,1,晴,-5.0,北风 ≤3级
2013/1/9,0,晴,4.0,东北风 ≤3级
2013/1/9,1,晴,-5.0,东北风 ≤3级
2013/1/10,0,多云,5.0,东风 ≤3级
2013/1/10,1,多云,-5.0,西风 ≤3级
2013/1/11,0,晴,7.0,北风 ≤3级
2013/1/11,1,晴,-4.0,南风 ≤3级
2013/1/13,0,晴,7.0,东北风 ≤3级
2013/1/13,1,晴,-4.0,东风 ≤3级
2013/1/14,0,多云,7.0,南风 ≤3级
2013/1/14,1,阴,-4.0,南风 ≤3级
2013/1/15,0,多云,7.0,东风 ≤3级
2013/1/15,1,晴,-2.0,东风 ≤3级
2013/1/16,0,晴,10.0,西风 ≤3级
2013/1/16,1,晴,-3.0,东风 ≤3级
2013/1/17,0,晴,8.0,东风 ≤3级
2013/1/17,1,晴,-3.0,东风 ≤3级
2013/1/18,0,多云,6.0,南风 ≤3级
2013/1/18,1,多云,-2.0,西风 ≤3级
2013/1/19,0,阴,5.0,南风 ≤3级
2013/1/19,1,小到中雪,-1.0,南风 ≤3级
2013/1/20,0,小雪,3.0,南风 ≤3级
2013/1/20,1,阴,-2.0,西南风 ≤3级
2013/1/21,0,阴,6.0,南风 ≤3级
2013/1/21,1,多云,-3.0,东风 ≤3级
2013/1/22,0,晴,10.0,东风 ≤3级
2013/1/22,1,晴,-2.0,西南风 ≤3级
2013/1/23,0,晴,10.0,西风 ≤3级
2013/1/23,1,晴,-2.0,西北风 ≤3级
2013/1/24,0,晴,10.0,东北风 ≤3级
2013/1/24,1,晴,-1.0,东北风 ≤3级
2013/1/25,0,晴,12.0,东北风 ≤3级
2013/1/25,1,晴,-2.0,西风 ≤3级
2013/1/26,0,晴,13.0,东北风 ≤3级
2013/1/26,1,晴,-1.0,西北风 ≤3级
2013/1/27,0,晴,14.0,北风 ≤3级
2013/1/27,1,晴,-1.0,西南风 ≤3级
2013/1/28,0,多云,13.0,西南风 ≤3级
2013/1/28,1,多云,0.0,东风 ≤3级
2013/1/29,0,阴,11.0,西南风 ≤3级
2013/1/29,1,多云,2.0,南风 ≤3级
2013/1/30,0,多云,11.0,东风 ≤3级
2013/1/30,1,多云,2.0,西南风 ≤3级
2013/1/31,0,晴,11.0,西南风 ≤3级
2013/1/31,1,晴,1.0,东风 ≤3级
2013/3/1,0,小雪,8.0,北风 3-4级
2013/3/1,1,阴,2.0,北风 ≤3级
2013/3/2,0,晴,12.0,东风 ≤3级
2013/3/2,1,晴,1.0,北风 ≤3级
2013/3/3,0,晴,16.0,北风 ≤3级
2013/3/3,1,晴,3.0,东风 ≤3级
2013/3/4,0,晴,20.0,东北风 ≤3级
2013/3/4,1,多云,4.0,东风 ≤3级
2013/3/5,0,多云,21.0,东风 ≤3级
2013/3/5,1,多云,6.0,西北风 ≤3级
2013/3/6,0,晴,21.0,北风 3-4级
2013/3/6,1,晴,4.0,西风 ≤3级
2013/3/7,0,晴,25.0,西风 ≤3级
2013/3/7,1,晴,9.0,东风 ≤3级
2013/3/8,0,多云,27.0,东风 ≤3级
2013/3/8,1,多云,14.0,西风 ≤3级
2013/3/9,0,多云,22.0,西北风 3-4级
